70	2.546009	-1.026724	-1.017154	.879185	.1008181
71	2.565764	-1.012185	-.9981147	.838859	.1008181
72	2.575288	-.9976472	-.9790752	.7985329	.1008181
73	2.574989	-.9831089	-.9600356	.7582068	.1008181
74	2.565275	-.9685707	-.9409961	.7178808	.1008181
75	2.546554	-.9540324	-.9219566	.6775548	.1008181
76	2.519237	-.9394941	-.902917	.6372288	.1008181
77	2.483731	-.9249559	-.8838775	.5969027	.1008181
78	2.440444	-.9104176	-.864838	.5565767	.1008181
79	2.389787	-.8958793	-.8457984	.5162507	.1008181
80	2.332167	-.8813411	-.8267589	.4759246	.1008181
81	2.267992	-.8668028	-.8077194	.4355986	.1008181
82	2.197673	-.8522645	-.7886798	.3952726	.1008181
83	2.121617	-.8377263	-.7696403	.3549465	.1008181
84	2.040233	-.823188	-.7506008	.3146205	.1008181
85	1.95393	-.8086497	-.7315612	.2742945	.1008181
86	1.863116	-.7941114	-.7125217	.2339684	.1008181
87	1.7682	-.7795732	-.6934822	.1936424	.1008181
88	1.669591	-.7650349	-.6744426	.1533164	.1008181
89	1.567698	-.7504966	-.6554031	.1129903	.1008181
90	1.462929	-.7359584	-.6363636	.0726643	.1008181
91	1.355692	-.7214201	-.6173241	.0323383	.1008181
92	1.246397	-.7068818	-.5982845	-.0079878	.1008181
93	1.135452	-.6923436	-.579245	-.0483138	.1008181
94	1.023266	-.6778053	-.5602055	-.0886398	.1008181
95	.9102477	-.663267	-.5411659	-.1289659	.1008181
96	.7968054	-.6487288	-.5221264	-.1692919	.1008181
97	.6833481	-.6341905	-.5030869	-.2096179	.1008181
98	.5702842	-.6196522	-.4840473	-.249944	.1008181
99	.4580225	-.605114	-.4650078	-.29027	.1008181
100	.3469718	-.5905757	-.4459683	-.3305961	.1008181
101	.2375407	-.5760374	-.4269287	-.3709221	.1008181
102	.1301378	-.5614991	-.4078892	-.4112481	.1008181
