70	8.024719	0	.019004	2.458653	-.4810466
71	8.031113	0	.019004	2.458653	-.4810466
72	8.035824	0	.019004	2.458653	-.4810466
73	8.039002	0	.019004	2.458653	-.4810466
74	8.040796	0	.019004	2.458653	-.4810466
75	8.041354	0	.019004	2.458653	-.4810466
76	8.040826	0	.019004	2.458653	-.4810466
77	8.039358	0	.019004	2.458653	-.4810466
78	8.037103	0	.019004	2.458653	-.4810466
79	8.034205	0	.019004	2.458653	-.4810466
80	8.030817	0	.019004	2.458653	-.4810466
81	8.027085	0	.019004	2.458653	-.4810466
82	8.023159	0	.019004	2.458653	-.4810466
83	8.019187	0	.019004	2.458653	-.4810466
84	8.015318	0	.019004	2.458653	-.4810466
85	8.011701	0	.019004	2.458653	-.4810466
86	8.008484	0	.019004	2.458653	-.4810466
87	8.005816	0	.019004	2.458653	-.4810466
88	8.003847	0	.019004	2.458653	-.4810466
89	8.002726	0	.019004	2.458653	-.4810466
90	8.002598	0	.019004	2.458653	-.4810466
91	8.003615	0	.019004	2.458653	-.4810466
92	8.005926	0	.019004	2.458653	-.4810466
93	8.009678	0	.019004	2.458653	-.4810466
94	8.01502	0	.019004	2.458653	-.4810466
95	8.022102	0	.019004	2.458653	-.4810466
96	8.031073	0	.019004	2.458653	-.4810466
97	8.042079	0	.019004	2.458653	-.4810466
98	8.055271	0	.019004	2.458653	-.4810466
99	8.070798	0	.019004	2.458653	-.4810466
100	8.088807	0	.019004	2.458653	-.4810466
101	8.109447	0	.019004	2.458653	-.4810466
102	8.132869	0	.019004	2.458653	-.4810466
