70	5.54198301	-0.126597891	-0.011614417	1.707721202	-1.537435863	0.859672381	0.641515082	0.329451635	1.460772596	-1.384958574
71	5.582088892	-0.117190485	-0.021258834	1.794494695	-1.537435863	0.904219617	0.66864537	0.307158368	1.51177261	-1.384958574
72	5.609991653	-0.107783	-0.03090325	1.881268188	-1.537435863	0.934751994	0.6957758	0.284865101	1.562772625	-1.384958574
73	5.627357155	-0.098375494	-0.040547567	1.968040892	-1.537435863	0.95437459	0.722906087	0.262571834	1.613771215	-1.384958574
74	5.635732872	-0.088967987	-0.050191984	2.054814385	-1.537435863	0.965906155	0.750036375	0.240278567	1.664771229	-1.384958574
75	5.636611686	-0.079560502	-0.0598363	2.141587878	-1.537435863	0.972021629	0.777166805	0.217985301	1.715771244	-1.384958574
76	5.63136711	-0.070152996	-0.069480738	2.228361583	-1.537435863	0.97510948	0.804297092	0.195692176	1.766769834	-1.384958574
77	5.62131496	-0.06074549	-0.079125155	2.315135076	-1.537435863	0.977415081	0.83142738	0.173398909	1.817769848	-1.384958574
78	5.607654811	-0.051337984	-0.088769371	2.401907781	-1.537435863	0.980896477	0.858557668	0.151105643	1.868768439	-1.384958574
79	5.591529413	-0.041930499	-0.098413888	2.488681274	-1.537435863	0.987369474	0.885688098	0.128812376	1.919768453	-1.384958574
80	5.573962382	-0.032522993	-0.108058205	2.575454766	-1.537435863	0.998361836	0.912818385	0.106519109	1.970768467	-1.384958574
81	5.555921485	-0.023115486	-0.117702642	2.662227471	-1.537435863	1.01525923	0.939948673	0.084225985	2.021767058	-1.384958574
82	5.538257273	-0.01370798	-0.127346959	2.749000964	-1.537435863	1.039159854	0.96707896	0.061932718	2.072767072	-1.384958574
83	5.521761574	-0.004300474	-0.136991376	2.835774457	-1.537435863	1.071018951	0.994209248	0.039639451	2.123767086	-1.384958574
84	5.507109874	0.005107011	-0.146635692	2.922547162	-1.537435863	1.111505152	1.021339678	0.017346184	2.174765677	-1.384958574
85	5.494920062	0.014514517	-0.156280009	3.009320655	-1.537435863	1.161143277	1.048469965	-0.004947083	2.225765691	-1.384958574
86	5.485692578	0.023922023	-0.165924425	3.096093147	-1.537435863	1.220172244	1.075600253	-0.027240349	2.276765705	-1.384958574
87	5.479871309	0.033329508	-0.175568763	3.182866852	-1.537435863	1.288686881	1.102730683	-0.049533474	2.327764295	-1.384958574
88	5.477782758	0.042737015	-0.18521328	3.269640345	-1.537435863	1.366495683	1.129860971	-0.071826741	2.37876431	-1.384958574
89	5.479694619	0.052144521	-0.194857596	3.35641405	-1.537435863	1.453264763	1.156991258	-0.094120007	2.4297629	-1.384958574
90	5.485758686	0.061552006	-0.204502013	3.443187543	-1.537435863	1.548370627	1.184121688	-0.116413274	2.480762914	-1.384958574
91	5.49606959	0.070959512	-0.21414633	3.529960036	-1.537435863	1.651049821	1.211251976	-0.138706541	2.531762929	-1.384958574
92	5.510602932	0.080367018	-0.223790646	3.61673374	-1.537435863	1.760250136	1.238382263	-0.160999808	2.582761519	-1.384958574
93	5.529278296	0.089774503	-0.233435084	3.703507233	-1.537435863	1.874778407	1.265512693	-0.183292932	2.633761533	-1.384958574
94	5.551898496	0.099182009	-0.243079401	3.790280726	-1.537435863	1.993151008	1.292642981	-0.205586199	2.684761548	-1.384958574
95	5.578208324	0.108589516	-0.252723817	3.877053431	-1.537435863	2.113743353	1.319773269	-0.227879466	2.735760138	-1.384958574
96	5.607833954	0.117997001	-0.262368134	3.963826924	-1.537435863	2.234646092	1.346903699	-0.250172732	2.786760152	-1.384958574
97	5.640346602	0.127404428	-0.27201265	4.050599629	-1.537435863	2.353801797	1.374033844	-0.272465999	2.837758743	-1.384958574
98	5.675199651	0.136812013	-0.281656967	4.137373122	-1.537435863	2.468869698	1.401164274	-0.294759266	2.888758757	-1.384958574
99	5.711786678	0.146219435	-0.291301405	4.224146614	-1.537435863	2.577366643	1.428295131	-0.31705239	2.939758771	-1.384958574
100	5.74938749	0.155626947	-0.300945721	4.310920319	-1.537435863	2.67651902	1.455424707	-0.339345657	2.990757362	-1.384958574
101	5.787221871	0.165034347	-0.310590038	4.397692812	-1.537435863	2.763412258	1.482555706	-0.361638924	3.041757376	-1.384958574
102	5.824393202	0.174442059	-0.320234455	4.484466305	-1.537435863	2.834845595	1.509685282	-0.383932191	3.09275739	-1.384958574
